,Open,High,Low,Close,Volume,Adj. Close,Date
2010-01-04,109.81999969482422,110.13999938964844,109.30999755859375,109.80000305175781,16224100,109.80000305175781,2010-01-04
2010-01-05,109.87999725341797,110.38999938964844,109.26000213623047,109.69999694824219,14213100,109.69999694824219,2010-01-05
2010-01-06,110.70999908447266,111.7699966430664,110.41000366210938,111.51000213623047,24981900,111.51000213623047,2010-01-06
2010-01-07,111.06999969482422,111.29000091552734,110.62000274658203,110.81999969482422,13609800,110.81999969482422,2010-01-07
2010-01-08,111.5199966430664,111.58000183105469,110.26000213623047,111.37000274658203,15894600,111.37000274658203,2010-01-08
2010-01-11,113.33999633789062,113.58999633789062,112.5199966430664,112.8499984741211,17253000,112.8499984741211,2010-01-11
2010-01-12,112.37999725341797,113.05000305175781,110.13999938964844,110.48999786376953,29182600,110.48999786376953,2010-01-12
2010-01-13,110.91999816894531,111.56999969482422,109.56999969482422,111.54000091552734,20014000,111.54000091552734,2010-01-13
2010-01-14,111.51000213623047,112.37000274658203,110.79000091552734,112.02999877929688,18305300,112.02999877929688,2010-01-14
2010-01-15,111.3499984741211,112.01000213623047,110.37999725341797,110.86000061035156,18002700,110.86000061035156,2010-01-15
2010-01-19,110.94999694824219,111.75,110.83000183105469,111.5199966430664,10468200,111.5199966430664,2010-01-19
2010-01-20,109.97000122070312,110.05000305175781,108.45999908447266,108.94000244140625,17535000,108.94000244140625,2010-01-20
2010-01-21,108.4800033569336,108.77999877929688,106.61000061035156,107.37000274658203,25748400,107.37000274658203,2010-01-21
2010-01-22,106.93000030517578,107.68000030517578,106.01000213623047,107.16999816894531,24210100,107.16999816894531,2010-01-22
2010-01-25,107.44000244140625,107.72000122070312,107.06999969482422,107.4800033569336,13200500,107.4800033569336,2010-01-25
2010-01-26,106.87000274658203,107.98999786376953,106.75,107.55999755859375,12297100,107.55999755859375,2010-01-26
2010-01-27,107.52999877929688,108.80000305175781,106.16000366210938,106.52999877929688,19005100,106.52999877929688,2010-01-27
2010-01-28,107.18000030517578,107.2300033569336,105.18000030517578,106.4800033569336,16793900,106.4800033569336,2010-01-28
